title,slug,topCategoryName,origin,price_unit
Viande bovine :  2 bavette d'aloyau*** à griller CHARAL,viande-bovine-2-bavette-d-aloyau-a-griller-charal,Viandes et Poissons,FRANCE,36.73 € / KG
Carpaccio à la Thai CHARAL,carpaccio-a-la-thai-charal,Viandes et Poissons,FRANCE,28.70 € / KG
Viande Bovine: fondant de Faux-filet CHARAL,viande-bovine-fondant-de-faux-filet-charal,Viandes et Poissons,FRANCE,32.50 € / KG
Ceviche de bœuf CHARAL,ceviche-de-boeuf-charal,Viandes et Poissons,FRANCE,27.75 € / KG
Jus de Viande Corsé CHARAL,jus-de-viande-corse-charal,Viandes et Poissons,FRANCE,18.50 € / KG
Viande Bovine: steaks* à griller SIMPL,viande-bovine-steaks-a-griller-simpl,Viandes et Poissons,FRANCE,3.86 € / KG
Viande Bovine: rôti** SIMPL,viande-bovine-roti-simpl,Viandes et Poissons,FRANCE,9.34 € / KG
Viande Bovine: bourguignon**  à mijoter SIMPL,viande-bovine-bourguignon-a-mijoter-simpl,Viandes et Poissons,FRANCE,6.74 € / KG
Tripes à la tomate CARREFOUR LE MARCHE,tripes-a-la-tomate-carrefour-le-marche,Viandes et Poissons,FRANCE,7.00 € / KG
Viande préparée langue de bœuf cuite TENDRE ET PLUS,viande-preparee-langue-de-boeuf-cuite-tendre-et-plus,Viandes et Poissons,FRANCE,20.56 € / KG
Plat cuisiné Tajine de bœuf olives citron TENDRE ET PLUS,plat-cuisine-tajine-de-boeuf-olives-citron-tendre-et-plus,Viandes et Poissons,FRANCE,19.76 € / KG
Viande bovine tartare façon brasserie TENDRE ET PLUS,viande-bovine-tartare-facon-brasserie-tendre-et-plus,Viandes et Poissons,FRANCE,21.12 € / KG
Carpaccio bœuf huile d'olive et basilic BIGARD,carpaccio-boeuf-huile-d-olive-et-basilic-bigard,Viandes et Poissons,FRANCE,22.58 € / KG
Carpaccio bœuf parmesan et vinaigre framboise BIGARD,carpaccio-boeuf-parmesan-et-vinaigre-framboise-bigard,Viandes et Poissons,FRANCE,22.58 € / KG
Foie de bœuf,foie-de-boeuf,Viandes et Poissons,FRANCE,8.02 € / KG
Foie bœuf,foie-boeuf,Viandes et Poissons,ORIGINE C.E.E.,9.36 € / KG
Cœur de bœuf,coeur-de-boeuf,Viandes et Poissons,ORIGINE C.E.E.,9.36 € / KG
Viande Bovine: Pot au feu*** sans os à mijoter,viande-bovine-pot-au-feu-sans-os-a-mijoter,Viandes et Poissons,FRANCE,6.59 € / KG
Viande Bovine Pot au feu** avec os à mijoter,viande-bovine-pot-au-feu-avec-os-a-mijoter,Viandes et Poissons,FRANCE,8.99 € / KG
Viande bovine:  Pot au feu*** sans os à mijoter,viande-bovine-pot-au-feu-sans-os-a-mijoter,Viandes et Poissons,FRANCE,11.88 € / KG
Viande Bovine: Tournedos*** à griller,viande-bovine-tournedos-a-griller,Viandes et Poissons,FRANCE,3.07 € / KG
Viande Bovine: Faux filet*** à griller,viande-bovine-faux-filet-a-griller,Viandes et Poissons,FRANCE,21.59 € / KG
Viande Bovine: Filet*** à rôtir,viande-bovine-filet-a-rotir,Viandes et Poissons,FRANCE,46.90 € / KG
Viande Bovine: Rôti**,viande-bovine-roti,Viandes et Poissons,FRANCE,14.39 € / KG
Viande Bovine: Pièce à fondue,viande-bovine-piece-a-fondue,Viandes et Poissons,FRANCE,11.99 € / KG
Viande de bœuf : bavette d'aloyau ***,viande-de-boeuf-bavette-d-aloyau,Viandes et Poissons,ALLEMAGNE,19.60 € / KG
Viande Bovine: Steak** à griller,viande-bovine-steak-a-griller,Viandes et Poissons,FRANCE,2.59 € / KG
