title;slug;product_family;origin;price;total_g_co2;total_g_co2_farming;total_g_co2_processing;total_g_co2_packaging;total_g_co2_transport;total_g_co2_retail;total_g_co2_consumption
Vin Rosé I.G.P. Ile de Beauté RESERVE DE PADULONE;vin;Boissons;;19,05;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Rosé A.O.P. Côtes Du Rhône les Pierrasques LA CAVE D'AUGUSTIN FLORENT;vin;Boissons;;12,89;3,8;0,902;0,0992;2,04;0,699;0,0471;0,0205
Vin Rosé A.O.P. languedoc LA CAVE D'AUGUSTIN FLORENT;vin;Boissons;;11,05;3,81;0,904;0,0994;2,04;0,7;0,0471;0,0205
Vin Rouge A.O.P. Bergerac LA CAVE D'AUGUSTIN FLORENT AGIR;vin;Boissons;;15,69;6,34;1,5;0,165;3,39;1,16;0,0784;0,0341
Vin Rosé I.G.P. Pays d'Oc Cinsault Et Grenache L'HERITAGE DE CARILLAN;vin;Boissons;;25,15;12,7;3;0,33;6,78;2,33;0,157;0,0682
Vin Rosé I.G.P. Pays d'Oc Syrah L'HERITAGE DE CARILLAN;vin;Boissons;;14,65;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Blanc A.O.P. Côtes de Gascogne Colombard Sauvignon L'HERITAGE DE CARILLAN;vin;Boissons;;14,29;6,34;1,5;0,165;3,39;1,16;0,0784;0,0341
Vin Rouge A.O.P. Côtes-Du-Rhône LA CAVE D'AUGUSTIN FLORENT;vin;Boissons;;11,5;3,81;0,904;0,0994;2,04;0,7;0,0471;0,0205
Vin Rouge A.O.P. Ventoux LA CAVE D'AUGUSTIN FLORENT;vin;Boissons;;17,95;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Rosé d'Espagne ROSEE D'OR;vin;Boissons;;8,99;6,34;1,5;0,165;3,39;1,16;0,0784;0,0341
Vin Rouge de France Cabernet Sauvignon LA FRANCETTE;vin;Boissons;;12,09;6,34;1,5;0,165;3,39;1,16;0,0784;0,0341
Vin Rouge de France Merlot LA FRANCETTE;vin;Boissons;;11,45;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Blanc D.O.C. Vinho Verde CASAL GARCIA;vin;Boissons;;5,55;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Blanc D.O.C. Prosecco Treviso Brut MIONETTO PRESTIGE;vin;Boissons;;7,75;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé de France Cinsault Grenache CUVEE JEAN BAPTISTE;vin;Boissons;;13,55;3,8;0,902;0,0992;2,04;0,699;0,0471;0,0205
Vin Rouge de france Merlot Reflets de France LE PETIT ROC BY CAZADE;vin;Boissons;;9,77;3,8;0,902;0,0992;2,03;0,698;0,0471;0,0205
Vin Rouge A.O.P. Corbières LA CAVE D'AUGUSTIN FLORENT;vin;Boissons;;10,65;3,81;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin Rouge I.G.P. Pays d'Oc Cabernet Sauvignon L'HERITAGE DE CARILLAN;vin;Boissons;;15,09;6,34;1,5;0,165;3,39;1,16;0,0784;0,0341
Vin Rouge I.G.P. Pays d'Oc Merlot L'HERITAGE DE CARILLAN;vin;Boissons;;14,45;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Rouge I.G.P. Pays d'Oc L'HERITAGE DE CARILLAN;vin;Boissons;;25,59;12,7;3,01;0,331;6,79;2,33;0,157;0,0683
Vin Rouge A.O.P. Côtes-Du-Rhône LA CAVE D'AUGUSTIN FLORENT;vin;Boissons;;18,75;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Rouge A.O.P. Bordeaux Merlot Cabernet Sauvignon Cabernet France LA CAVE D'AUGUSTIN FLORENT;vin;Boissons;;18,45;3,81;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin Rouge A.O.P. Val de Loire Saumur Champigny LA CAVE D'AUGUSTIN FLORENT;vin;Boissons;;19,75;3,81;0,904;0,0994;2,04;0,699;0,0471;0,0205
Vin Rouge A.O.P. Buzet LA CAVE D'AUGUSTIN FLORENT;vin;Boissons;;15,35;3,8;0,902;0,0992;2,04;0,699;0,0471;0,0205
Vin Rouge A.O.P. Bourgueil LA CAVE D'AUGUSTIN FLORENT;vin;Boissons;;16,59;3,81;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin Rouge Bordeaux Merlot LA CAVE D'AUGUSTIN FLORENT;vin;Boissons;;13,49;3,8;0,902;0,0992;2,04;0,699;0,0471;0,0205
Vin Rouge A.O.P. Bordeaux Suppérieur Compte de Maignac LA CAVE D'AUGUSTIN FLORENT;vin;Boissons;;13,5;3,81;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin Rouge de l'Union Européenne BEAUMANOIR;vin;Boissons;;10,55;6,34;1,51;0,166;3,4;1,17;0,0785;0,0342
Vin Blanc de l'Union Européenne BEAUMANOIR;vin;Boissons;;11,25;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Rouge A.O.P. Bordeaux LA CAVE D'AUGUSTIN FLORENT;vin;Boissons;;11,8;3,81;0,904;0,0994;2,04;0,7;0,0471;0,0205
Vin Rosé de France Cinsault Et Grenache LA FRANCETTE;vin;Boissons;;11,59;6,34;1,5;0,165;3,39;1,16;0,0784;0,0341
Vin Rouge Nero d'Avola Italie Bio VANITA;vin;Boissons;;9,3;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Blanc I.G.P. Côtes Catalanes MAS SAINT PIERRE;vin;Boissons;;12,9;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Rouge Espagne Crianza MARQUES DE CACERES;vin;Boissons;;10,29;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé de Paysdes Coteaux d'Enserune Syrah Et Marselan L'HERITAGE DE CARILLAN;vin;Boissons;;9,25;3,81;0,904;0,0994;2,04;0,7;0,0472;0,0205
Vin Rouge Espagne Merlot BEAUVAL;vin;Boissons;;10,49;6,34;1,5;0,165;3,39;1,16;0,0784;0,0341
Vin Blanc d'Allemagne landwein Rhein RIESLING;vin;Boissons;;2,99;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rouge Chili Cabernet Sauvignon GATO NEGRO SAN PEDRO;vin;Boissons;;5,09;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Blanc A.O.P. Pays d'Oc Chardonnay Igp COULEURS DU SUD;vin;Boissons;;15,45;3,81;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin Rosé I.G.P. Pays d'Oc Cinsault Grenache ROCHE MAZET;vin;Boissons;;11,75;3,8;0,902;0,0992;2,04;0,698;0,0471;0,0205
Vin Rouge de l'Union Européenne VIEUX PAPES;vin;Boissons;;11,9;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Rosé IGP Méditerranée LES CALANDIERES;vin;Boissons;;14,65;3,81;0,904;0,0994;2,04;0,7;0,0471;0,0205
Vin Rosé de France Merlot Cabernet Sauvignon CAMBRAS;vin;Boissons;;15,99;6,34;1,5;0,165;3,39;1,16;0,0785;0,0341
Vin Rouge de France Merlot Cabernet Sauvignon CAMBRAS;vin;Boissons;;15,39;6,34;1,5;0,165;3,39;1,16;0,0784;0,0341
Vin Blanc I.G.P. Pays d'Oc Sauvignon LES ORMES DE CAMBRAS;vin;Boissons;;18,45;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin rosé vin de pays charentais  PERE FOURAS;vin;Boissons;;10,7;3,8;0,902;0,0992;2,04;0,698;0,0471;0,0205
Vin Rouge I.G.P. Vin de Pays Charentais PERE FOURAS;vin;Boissons;;9,55;3,81;0,904;0,0994;2,04;0,7;0,0471;0,0205
Vin Rosé de Pays Charentais PERE FOURAS;vin;Boissons;;13,2;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Rosé I.G.P. Côtes Catalanes MAS SAINT PIERRE;vin;Boissons;;12,9;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin rouge de pays des Côtes Catalanes MAS SAINT PIERRE;vin;Boissons;;11,9;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Rosé Côtes Du Roussillon LE CANON DU MARECHAL;vin;Boissons;;15,05;3,8;0,902;0,0992;2,04;0,699;0,0471;0,0205
Vin Rouge Merlot DAGUET DE BERTICOT;vin;Boissons;;11,15;3,8;0,902;0,0992;2,04;0,698;0,0471;0,0205
Vin Rouge AOP Corse   RESERVE DU PRESIDENT;vin;Boissons;;34,9;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin rosé AOP Saint Mont MARQUIS DE SEILLAN;vin;Boissons;;15,99;3,81;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin rouge LES JARDINS DE GASCOGNE;vin;Boissons;;15,6;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin rouge de Pays d'Une;vin;Boissons;;14,99;6,34;1,5;0,165;3,39;1,16;0,0784;0,0341
Vin rosé de Pays d'Une;vin;Boissons;;14,75;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin rouge Tursan CAVE VIGNERONS LANDAIS;vin;Boissons;;18,5;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin rosé Tursan;vin;Boissons;;18,25;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin rouge Languedoc L'Arbousier;vin;Boissons;;13,3;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin rosé Languedoc L'Arbousier;vin;Boissons;;13,3;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Rosé IGP Méditerranée DOMAINE OPPIDUM DES CAUVINS;vin;Boissons;;15,15;3,81;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin Blanc Viognier le Recatou VIGNERONS ARDECHOIS;vin;Boissons;;13,15;3,81;0,904;0,0994;2,04;0,7;0,0471;0,0205
Vin Rouge I.G.P. Ardèche Bio VIGNERON ARDECHOIS;vin;Boissons;;14,45;3,8;0,902;0,0992;2,04;0,699;0,0471;0,0205
Vin Rouge AOP Fronton BIB GRANDE RESERVE DU COMTE DE NEGRET;vin;Boissons;;15,95;3,8;0,902;0,0992;2,04;0,699;0,0471;0,0205
Vin Rouge Côtes Catalanes VIGNOBLE DOM BRIAL;vin;Boissons;;25,05;12,7;3,02;0,332;6,8;2,33;0,157;0,0684
Vin Rouge Côtes Catalanes VIGNOBLE DOM BRIAL;vin;Boissons;;14,35;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Rosé Côtes Catalanes VIGNOBLE DOM BRIAL;vin;Boissons;;25,05;12,7;3,02;0,332;6,8;2,33;0,157;0,0684
Vin blanc Muscat de Rivesaltes VIGNOBLES DOM BRIAL;vin;Boissons;;24,65;3,8;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin Rosé Côtes Catalanes VIGNOBLES DOM BRIAL;vin;Boissons;;15,25;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin rouge AOP Accent du Béarn CAVE DE GAN;vin;Boissons;;9,65;3,8;0,902;0,0992;2,03;0,698;0,0471;0,0205
Vin Blanc Pays D'Oc GALLICIAN SIGNATURE;vin;Boissons;;13,99;6,34;1,5;0,165;3,39;1,16;0,0784;0,0341
Vin Rouge Shiraz Afrique de Sud ABALONE;vin;Boissons;;6,95;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rouge Cabernet Sauvignon Chili ATAMA;vin;Boissons;;6,95;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rouge  Côte Roannaise;vin;Boissons;;17,2;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Rouge I.G.P. Côtes Catalanes s DAME D'ELNE;vin;Boissons;;13,45;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Rosé I.G.P. Côtes Catalanes DAME D'ELNE;vin;Boissons;;12,59;6,34;1,5;0,165;3,39;1,16;0,0784;0,0341
Vin rouge de pays Côtes Catalanes DAME D'ELNE;vin;Boissons;;8,65;3,81;0,904;0,0994;2,04;0,7;0,0472;0,0205
Vin rosé de pays Côtes Catalanes DAME D'ELNE;vin;Boissons;;8,65;3,81;0,904;0,0994;2,04;0,7;0,0472;0,0205
Vin Rosé A.O.P. Côtes-de-Provence CHATEAU REILLANNE GRANDE RESERVE;vin;Boissons;;22,8;3,81;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin rouge Coteau du Languedoc Montpeyroux DOMAINE DES MAZES;vin;Boissons;;12,85;3,81;0,904;0,0994;2,04;0,7;0,0471;0,0205
Vin rosé Languedoc  Mont Pierreux DOMAINE DES MAZES;vin;Boissons;;12,15;3,81;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin rouge Faugères CHAT. ST LAURENT L'ORT;vin;Boissons;;12,85;3,81;0,904;0,0994;2,04;0,7;0,0471;0,0205
Rosé Faugères CHAT. ST LAURENT L'ORT;vin;Boissons;;13,19;3,8;0,902;0,0992;2,04;0,699;0,0471;0,0205
Vin rosé IGP LE ROC;vin;Boissons;;12,09;3,81;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin rosé de pays Catalan;vin;Boissons;;12,99;6,34;1,5;0,165;3,39;1,16;0,0784;0,0341
Vin Rouge Catalan TERROIR ROUGE;vin;Boissons;;21,95;12,7;3;0,33;6,77;2,32;0,157;0,0681
Vin Rosé Côtes Catalanes TERROIR ROSE;vin;Boissons;;12,55;6,34;1,51;0,166;3,4;1,17;0,0785;0,0342
Vin rosé de pays Vaucluse CELLIER DES PRINCES;vin;Boissons;;15,79;6,34;1,5;0,165;3,39;1,16;0,0785;0,0341
Vin Rouge Blaye Côtes de Bordeaux CHATEAU NOEL LES CHARMES;vin;Boissons;;15,25;3,81;0,904;0,0994;2,04;0,7;0,0471;0,0205
Vin Rosé Sud-Ouest Malbec;vin;Boissons;;15,35;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Rouge Sud-Ouest Cahors Malbec CHATEAU PLAT FAISANT;vin;Boissons;;15,25;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Rouge Bourgogne Mâcon BLASON DE BOURGOGNE;vin;Boissons;;16,9;2,85;0,677;0,0745;1,53;0,524;0,0353;0,0154
Vin Rouge IGP Pays d’Oc Bio TERRA DOMITIA;vin;Boissons;;18,3;3,81;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin rouge vin de pays d'Oc Merlot TERRE EULALIE;vin;Boissons;;14,15;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin blanc vin de pays du Gard TERRE EULALIE;vin;Boissons;;14,95;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin rosé Rosé de Loire;vin;Boissons;;10,75;3,81;0,904;0,0994;2,04;0,7;0,0471;0,0205
Vin rosé bio vin de pays du Golfe du Lyon DOMAINE DE MONTCALM;vin;Boissons;;12,95;3,8;0,902;0,0992;2,04;0,699;0,0471;0,0205
Vin Rosé I.G.P. Pays d'Oc AUTREMENT BIO;vin;Boissons;;19,29;3,81;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin Rouge I.G.P. Pays d'Oc AUTREMENT BIO;vin;Boissons;;18,2;3,8;0,903;0,0992;2,04;0,699;0,0471;0,0205
Vin rouge Anjou DOMAINE DE SAINTE ANNE;vin;Boissons;;18,69;6,34;1,5;0,165;3,39;1,16;0,0785;0,0341
Vin Rouge Espagne Cabernet Sauvignon BEAUVAL;vin;Boissons;;10,55;6,34;1,51;0,166;3,4;1,17;0,0785;0,0342
Vin Rouge Espagne ROUGE D'OR;vin;Boissons;;9,35;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Blanc Allemagne Riesling Rhein JEAN MARIE STRUBBLER;vin;Boissons;;10,15;3,81;0,904;0,0994;2,04;0,7;0,0471;0,0205
Vin Rosé I.G.P. Corse Ile de Beauté DOMAINE DE TERRA VECCHIA;vin;Boissons;;18,9;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin rosé GUILLAUME DE GELLONE;vin;Boissons;;14,75;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin rouge Cahors MONT LAUR;vin;Boissons;;15,49;6,34;1,5;0,165;3,39;1,16;0,0784;0,0341
Vin rosé vin de pays des Côtes du Lot ESPRIT FRUITE;vin;Boissons;;14,59;6,34;1,5;0,165;3,39;1,16;0,0784;0,0341
Vin blanc vin de pays Sauvignon ESPRIT FRUITE;vin;Boissons;;14,49;6,34;1,5;0,165;3,39;1,16;0,0784;0,0341
Vin rouge Brouilly DOM. DES ROCHES ANCIENNES;vin;Boissons;;24,9;3,81;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin blanc Muscadet GANICHAUD;vin;Boissons;;18,19;6,34;1,5;0,165;3,39;1,16;0,0785;0,0341
Vin Rosé I.G.P. Côtes Catalanes ARNAUD DE VILLENEUVE;vin;Boissons;;12,79;6,34;1,5;0,165;3,39;1,16;0,0784;0,0341
Vin rouge de Pays Côtes Catalanes ARNAUD DE VILLENEUVE;vin;Boissons;;22,7;12,7;3,01;0,331;6,79;2,33;0,157;0,0683
Vin rosé de pays des côtes catalanes IGP ARNAUD DE VILLENEUVE;vin;Boissons;;18,9;12,7;3,01;0,331;6,79;2,33;0,157;0,0683
Vin blanc de Pays Chardonnay DOMAINE DE LA GARNIERE;vin;Boissons;;14,65;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Rouge A.O.P. Côtes Du Rhône TERRA BIO;vin;Boissons;;19,25;3,8;0,903;0,0992;2,04;0,699;0,0471;0,0205
Uruguay, Casa Magrez de Uruguay, 2015;vin;Boissons;;9,49;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rouge Autres Régions  Autres appellations  Merlot - Tannat - Marselan URUGUAY ELEGANCIA;vin;Boissons;;6,3;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rouge Chili LEYENDA;vin;Boissons;;6,5;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé Cœur de terre amour des vins COLOMBES DES VIGNES;vin;Boissons;;12,99;6,34;1,5;0,165;3,39;1,16;0,0784;0,0341
Vin rouge Chateau haut champion;vin;Boissons;;15,8;3,8;0,902;0,0992;2,04;0,699;0,0471;0,0205
Vin rouge Chateau Relais de la Poste;vin;Boissons;;18,9;3,81;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin rouge Chateau haut champion Clairet;vin;Boissons;;15,9;3,81;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin Blanc A.O.P. Autres Région GATAO VINHO VERDE;vin;Boissons;;4,75;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin blanc casher Moscato 2016 HERMON;vin;Boissons;;11,9;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Blanc Chili Chardonnay CONCHA Y TORO CASILLERO DEL DIABLO;vin;Boissons;;9,05;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rouge Chili CONCHA Y TORO CASILLERO DEL DIABLO CABERNET-SAUVIGNON;vin;Boissons;;8,9;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Blanc A.O.P. Moscato d'Asti CANTI;vin;Boissons;;9,95;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rouge Chianti D.O.C.G VECCHIA CANTINA;vin;Boissons;;3,3;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rouge Chianti Rúfina Riserva D.O.C..G NIPOZZANO;vin;Boissons;;14,95;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rouge IGP Terre Siciliane TRALCIO ANTICO;vin;Boissons;;3,5;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rouge Montepulciano d'Abruzzo D.O.C. IL FEUDO;vin;Boissons;;2,5;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Sangria Rouge DON SIMON;vin;Boissons;;5,99;3,8;0,902;0,0991;2,03;0,698;0,047;0,0205
Vin rouge  Cabernet Sauvignon  HARDYS;vin;Boissons;;6,39;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Poulet jaune PAC Label Rouge FERMIERS DE LOUE;poulet-jaune-pac-label-rouge-fermiers-de-loue;Viandes et Poissons;;20,44;6,84;4,5;1,24;0,567;0,457;0,0609;0,0102
Magret de canard du Sud-Ouest REFLETS DE FRANCE;magret-de-canard-du-sud-ouest-reflets-de-france;Viandes et Poissons;;3,14;2,9;2,17;0,374;0,17;0,129;0,0182;0,032
Escalopes de dinde les milanaises LE GAULOIS;escalopes-de-dinde-les-milanaises-le-gaulois;Viandes et Poissons;;1,23;0;0;0;0;0;0;0
Escalopes de dinde Label Rouge  FERMIERS DE LOUE;escalopes-de-dinde-label-rouge-fermiers-de-loue;Viandes et Poissons;;1,32;0;0;0;0;0;0;0
Filets de poulet MAITRE COQ;filets-de-poulet-maitre-coq;Viandes et Poissons;;7;3,28;2,16;0,598;0,272;0,22;0,0292;0,0049
Magret de Canard de canard LABEYRIE;magret-de-canard-de-canard-labeyrie;Viandes et Poissons;;12,56;5,64;4,23;0,728;0,33;0,251;0,0355;0,0624
Filet de poulet jaune MAITRE COQ;filet-de-poulet-jaune-maitre-coq;Viandes et Poissons;;7;3,28;2,16;0,598;0,272;0,22;0,0292;0,0049
Poulet fermier blanc Label Rouge FERMIERS DE LOUE;poulet-fermier-blanc-label-rouge-fermiers-de-loue;Viandes et Poissons;;20,44;6,84;4,5;1,24;0,567;0,457;0,0609;0,0102
Poulet fermier jaune PAC Label Rouge ST SEVER;poulet-fermier-jaune-pac-label-rouge-st-sever;Viandes et Poissons;;34,02;8;5,26;1,46;0,663;0,535;0,0712;0,012
Filet de poulet cuisson express LE GAULOIS;filet-de-poulet-cuisson-express-le-gaulois;Viandes et Poissons;;1,61;1,45;0,956;0,265;0,121;0,0972;0,0129;0,0022
Aiguillettes de poulet blanc CARREFOUR CLASSIC';aiguillettes-de-poulet-blanc-carrefour-classic;Viandes et Poissons;;1,23;1,25;0,82;0,227;0,103;0,0834;0,0111;0,0019
Filets de poulet CARREFOUR;filets-de-poulet-carrefour;Viandes et Poissons;;7,56;3,97;2,61;0,722;0,329;0,265;0,0353;0,0059
Filets de poulet;filets-de-poulet;Viandes et Poissons;FRANCE;22,59;11,4;7,5;2,07;0,945;0,762;0,102;0,0171
Poulet  rôti élevé sans traitement antibiotique;poulet-roti-eleve-sans-traitement-antibiotique;Viandes et Poissons;;8,79;4,1;2,7;0,747;0,34;0,274;0,0365;0,0061
Escalopes de dinde CARREFOUR CLASSIC';escalopes-de-dinde-carrefour-classic;Viandes et Poissons;;0,92;0;0;0;0;0;0;0
Cordons bleus de dinde CARREFOUR;cordons-bleus-de-dinde-carrefour;Viandes et Poissons;;3,59;0,49;0,266;0,0604;0,0962;0,0606;0,0071;0
Nuggets de poulet CARREFOUR;nuggets-de-poulet-carrefour;Viandes et Poissons;;2,99;1,82;1,2;0,332;0,151;0,122;0,0162;0,0027
Cordons bleus de poulet CARREFOUR CLASSIC';cordons-bleus-de-poulet-carrefour-classic;Viandes et Poissons;;1,59;0,245;0,133;0,0302;0,0481;0,0303;0,0035;0
Grignottes de poulet rôties nature CARREFOUR SENSATION;grignottes-de-poulet-roties-nature-carrefour-sensation;Viandes et Poissons;;2,69;1,14;0,75;0,208;0,0945;0,0763;0,0102;0,0017
Panés de volaille façon normande CARREFOUR CLASSIC';panes-de-volaille-facon-normande-carrefour-classic;Viandes et Poissons;;1,99;0,0767;0,0168;0;0;0,0396;0,0041;0,0161
Aiguillettes de poulet panées CARREFOUR SENSATION;aiguillettes-de-poulet-panees-carrefour-sensation;Viandes et Poissons;;3,35;0,912;0,6;0,166;0,0756;0,061;0,0081;0,0014
Gésiers de volaille cuisinés en confit CARREFOUR;gesiers-de-volaille-cuisines-en-confit-carrefour;Viandes et Poissons;;2,59;0,115;0,0252;0,0001;0;0,0594;0,0062;0,0242
Jambonneau cuit supérieur;jambonneau-cuit-superieur;Viandes et Poissons;;9,25;0;0;0;0;0;0;0
Palette de porc cuite;palette-de-porc-cuite;Viandes et Poissons;;25,34;10;9,09;0,0001;0,338;0,431;0,0684;0,0714
Pilons de poulet;pilons-de-poulet;Viandes et Poissons;FRANCE;5,6;4,56;3;0,83;0,378;0,305;0,0406;0,0068
Filets de poulet en cubes;filets-de-poulet-en-cubes;Viandes et Poissons;BELGIQUE;6,2;2,28;1,5;0,415;0,189;0,153;0,0203;0,0034
Aiguillettes de poulet;aiguillettes-de-poulet;Viandes et Poissons;BELGIQUE;11,5;4,56;3;0,83;0,378;0,305;0,0406;0,0068
Filet de dinde en cube;filet-de-dinde-en-cube;Viandes et Poissons;FRANCE;6,5;0;0;0;0;0;0;0
Filets de poulet en lanières;filets-de-poulet-en-lanieres;Viandes et Poissons;UNION EUROPEENNE;6,35;2,28;1,5;0,415;0,189;0,153;0,0203;0,0034
Aiguillettes de poulet corn flakes;aiguillettes-de-poulet-corn-flakes;Viandes et Poissons;;0,54;0,912;0,6;0,166;0,0756;0,061;0,0081;0,0014
Poulet rôti fermier Licques;poulet-roti-fermier-licques;Viandes et Poissons;;11,49;6,84;4,5;1,25;0,567;0,458;0,0609;0,0102
Poulet fermier blanc  élevé en plein air Bio CARREFOUR BIO;poulet-fermier-blanc-eleve-en-plein-air-bio-carrefour-bio;Viandes et Poissons;;30,68;7,29;4,8;1,33;0,605;0,488;0,0649;0,0109
Cuisse de poulet  fermier jaune Bio CARREFOUR BIO;cuisse-de-poulet-fermier-jaune-bio-carrefour-bio;Viandes et Poissons;;5,77;2,28;1,5;0,415;0,189;0,152;0,0203;0,0034
Filets de poulet  fermier jaune Bio CARREFOUR BIO;filets-de-poulet-fermier-jaune-bio-carrefour-bio;Viandes et Poissons;;8,32;1,37;0,9;0,249;0,113;0,0914;0,0122;0,002
Cuisses de poulet au paprika CARREFOUR SENSATION;cuisses-de-poulet-au-paprika-carrefour-sensation;Viandes et Poissons;;3,35;2,28;1,5;0,415;0,189;0,153;0,0203;0,0034
Cuisses de poulet rôti LE GAULOIS;cuisses-de-poulet-roti-le-gaulois;Viandes et Poissons;;2,12;1,73;1,14;0,314;0,143;0,116;0,0154;0,0026
Filets de poulet l'Extra Tendre LE GAULOIS;filets-de-poulet-l-extra-tendre-le-gaulois;Viandes et Poissons;;1,74;1,5;0,987;0,273;0,124;0,1;0,0134;0,0022
Sauté de poulet LE GAULOIS;saute-de-poulet-le-gaulois;Viandes et Poissons;;6,99;2,28;1,5;0,415;0,189;0,153;0,0203;0,0034
Filets de poulet rôtis LE GAULOIS;filets-de-poulet-rotis-le-gaulois;Viandes et Poissons;;1,65;1,23;0,806;0,223;0,102;0,082;0,0109;0,0018
Cuisses de poulet jaune Label Rouge LOUE;cuisses-de-poulet-jaune-label-rouge-loue;Viandes et Poissons;;9,55;4,1;2,7;0,747;0,34;0,275;0,0365;0,0061
Aiguillettes de poulet blanc LE GAULOIS;aiguillettes-de-poulet-blanc-le-gaulois;Viandes et Poissons;;3,99;0,958;0,63;0,174;0,0794;0,0641;0,0085;0,0014
Filets de poulet fermier jaune Label Rouge FERMIERS DE LOUE;filets-de-poulet-fermier-jaune-label-rouge-fermiers-de-loue;Viandes et Poissons;;1,45;1,02;0,672;0,186;0,0847;0,0684;0,0091;0,0015
Filets de poulet jaune LE GAULOIS;filets-de-poulet-jaune-le-gaulois;Viandes et Poissons;;4,99;1,37;0,9;0,249;0,113;0,0915;0,0122;0,002
Filets de poulet jaune fermier CARREFOUR BIO;filets-de-poulet-jaune-fermier-carrefour-bio;Viandes et Poissons;;8,32;1,37;0,9;0,249;0,113;0,0914;0,0122;0,002
