title;slug;product_family;origin;price;total_g_co2;total_g_co2_farming;total_g_co2_processing;total_g_co2_packaging;total_g_co2_transport;total_g_co2_retail;total_g_co2_consumption
Noix Bio sèches 30/32 AOP ALP'NOIX;noix-bio-seches-30-32-aop-alp-noix;Fruits et Légumes;FRANCE;4,5;2,06;1,54;0;0,188;0,148;0,0245;0,162
Noix sèche;noix-seche;Fruits et Légumes;FRANCE;5,19;4,11;3,07;0;0,376;0,296;0,049;0,323
Noix sèche de France ALP'NOIX;noix-seche-de-france-alp-noix;Fruits et Légumes;FRANCE;0,99;1,03;0,768;0;0,094;0,074;0,0123;0,0808
Noix sèches de Grenoble AOP REFLETS DE FRANCE;noix-seches-de-grenoble-aop-reflets-de-france;Fruits et Légumes;FRANCE;7,95;1,23;0,666;0,151;0,241;0,152;0,0177;0
Noix ALNATURA;noix-alnatura;Fruits et Légumes;;2,88;0,617;0,461;0;0,0564;0,0444;0,0074;0,0485
Noix de cajou grillées à sec BENENUTS;noix-de-cajou-grillees-a-sec-benenuts;Epicerie salée;;4,65;0,679;0,507;0;0,062;0,0488;0,0081;0,0533
Noix de cajou grillées à sec BENENUTS;noix-de-cajou-grillees-a-sec-benenuts;Epicerie salée;;6,15;0,905;0,676;0;0,0827;0,0651;0,0108;0,0711
Noix de cajou grillées nature DACO BELLO;noix-de-cajou-grillees-nature-daco-bello;Fruits et Légumes;ORIGINE PAYS TIERS;5,55;0,926;0,691;0;0,0846;0,0666;0,011;0,0727
Noix de cajou non salées DACO BELLO;noix-de-cajou-non-salees-daco-bello;Fruits et Légumes;INDES;4,85;0,823;0,614;0;0,0752;0,0592;0,0098;0,0646
Noix de cajou salées DACO BELLO;noix-de-cajou-salees-daco-bello;Fruits et Légumes;INDES;4,85;0,823;0,614;0;0,0752;0,0592;0,0098;0,0646
Noix de cajou poivre de Tellicherry DACO BELLO;noix-de-cajou-poivre-de-tellicherry-daco-bello;Fruits et Légumes;INDES;4,85;0,823;0,614;0;0,0752;0,0592;0,0098;0,0646
Noix de Cajou aux herbes de Provence DACO BELLO;noix-de-cajou-aux-herbes-de-provence-daco-bello;Fruits et Légumes;INDES;4,85;0,823;0,614;0;0,0752;0,0592;0,0098;0,0646
Noix de Cajou paprika et piment DACO BELLO;noix-de-cajou-paprika-et-piment-daco-bello;Fruits et Légumes;INDES;4,85;0,823;0,614;0;0,0752;0,0592;0,0098;0,0646
Noix de Cajou oignon grillé DACO BELLO;noix-de-cajou-oignon-grille-daco-bello;Fruits et Légumes;INDES;4,85;0,823;0,614;0;0,0752;0,0592;0,0098;0,0646
Noix de cajou grillées salées DACO BELLO;noix-de-cajou-grillees-salees-daco-bello;Fruits et Légumes;INDES;7,55;1,65;1,23;0;0,15;0,118;0,0196;0,129
Noix de cajou PROFRUIT;noix-de-cajou-profruit;Epicerie salée;;8,05;1,65;1,23;0;0,15;0,118;0,0196;0,129
Noix de cajou grillées non salées MAITRE PRUNILLE;noix-de-cajou-grillees-non-salees-maitre-prunille;Fruits et Légumes;FRANCE;4,6;0,823;0,614;0;0,0752;0,0592;0,0098;0,0646
Noix de cajou grillées salées CARREFOUR CLASSIC';noix-de-cajou-grillees-salees-carrefour-classic;Epicerie salée;;3,89;1,23;0,921;0;0,113;0,0888;0,0147;0,0969
Noix de Cajou grillées salées CARREFOUR CLASSIC';noix-de-cajou-grillees-salees-carrefour-classic;Epicerie salée;;3,29;1,03;0,768;0;0,094;0,074;0,0123;0,0808
Noix de cajou grillées sans sel ajouté  CARREFOUR LE MARCHE;noix-de-cajou-grillees-sans-sel-ajoute-carrefour-le-marche;Fruits et Légumes;VIET NAM;3,99;0,617;0,461;0;0,0564;0,0444;0,0074;0,0485
Noix de cajou grillées salées SIMPL;noix-de-cajou-grillees-salees-simpl;Epicerie salée;;1,89;0,617;0,461;0;0,0564;0,0444;0,0074;0,0485
Noix de cajou crues CARREFOUR;noix-de-cajou-crues-carrefour;Fruits et Légumes;;2,99;0,823;0,614;0;0,0752;0,0592;0,0098;0,0646
Noix de cajou grillée sans sel SIMPL;noix-de-cajou-grillee-sans-sel-simpl;Fruits et Légumes;FRANCE;5,99;1,65;1,23;0;0,15;0,118;0,0196;0,129
Noix de cajou grillées salées POP NUTS;noix-de-cajou-grillees-salees-pop-nuts;Fruits et Légumes;;5,69;2,06;1,54;0;0,188;0,148;0,0245;0,162
Noix de cajou s/sel ajouté BRUT DE COQUES;noix-de-cajou-s-sel-ajoute-brut-de-coques;Fruits et Légumes;FRANCE;4,3;0,617;0,46;0;0,0564;0,0444;0,0073;0,0484
Noix De Cajou Grillées A Sec Sans Sel Grand Format Bio ETHIQUABLE;noix-de-cajou-grillees-a-sec-sans-sel-grand-format-bio-ethiquable;Epicerie salée;;8,45;0,307;0,166;0,0378;0,0601;0,0379;0,0044;0
Noix de cajou SEEBERGER;noix-de-cajou-seeberger;Fruits et Légumes;INDES;5,85;0,823;0,614;0;0,0752;0,0592;0,0098;0,0646
Noix de cajou SEEBERGER;noix-de-cajou-seeberger;Fruits et Légumes;INDES;11,95;2,06;1,54;0;0,188;0,148;0,0245;0,162
Noix de cajou grillées SEEBERGER;noix-de-cajou-grillees-seeberger;Fruits et Légumes;ALLEMAGNE;5,25;0,617;0,461;0;0,0564;0,0444;0,0074;0,0485
Noix de cajou concassées ALNATURA;noix-de-cajou-concassees-alnatura;Fruits et Légumes;;3,75;1,23;0,921;0;0,113;0,0888;0,0147;0,0969
Noix de cajou grillées TRAMIER;noix-de-cajou-grillees-tramier;Epicerie salée;;3,99;0,658;0,491;0;0,0602;0,0474;0,0078;0,0517
Noix de cajou grillées à sec et salées grillées salées;noix-de-cajou-grillees-a-sec-et-salees-grillees-salees;Fruits et Légumes;VIET NAM;5,95;2,47;1,84;0;0,226;0,178;0,0294;0,194
Noix de coco rapée SIMPL;noix-de-coco-rapee-simpl;Fruits et Légumes;FRANCE;2,49;2,06;1,54;0;0,188;0,148;0,0245;0,162
Noix de coco râpée POP NUTS;noix-de-coco-rapee-pop-nuts;Epicerie sucrée;;2,1;2,06;1,54;0;0,188;0,148;0,0245;0,162
Noix de pécan grillées non salées DACO BELLO;noix-de-pecan-grillees-non-salees-daco-bello;Fruits et Légumes;ETATS-UNIS;4,75;0,514;0,384;0;0,047;0,037;0,0061;0,0404
Noix de pécan DACO BELLO;noix-de-pecan-daco-bello;Fruits et Légumes;ETATS-UNIS;4,55;0,514;0,384;0;0,047;0,037;0,0061;0,0404
Noix de pécan décortiquées CARREFOUR LE MARCHE;noix-de-pecan-decortiquees-carrefour-le-marche;Fruits et Légumes;FRANCE;4,5;0,658;0,491;0;0,0602;0,0474;0,0078;0,0517
Pâte d'amande tricolore MAITRE PRUNILLE;pate-d-amande-tricolore-maitre-prunille;Fruits et Légumes;PAYS BAS;1,6;0;0;0;0;0;0;0
Pignons de pin VAHINE;pignons-de-pin-vahine;Fruits et Légumes;;11,45;0;0;0;0;0;0;0
Pignons de pin DACO BELLO;pignons-de-pin-daco-bello;Fruits et Légumes;CHINE;6;0;0;0;0;0;0;0
Pistaches grillées légèrement salées WONDERFUL;pistaches-grillees-legerement-salees-wonderful;Epicerie salée;ETATS-UNIS;5,9;0;0;0;0;0;0;0
Pistaches grillées sans sel WONDERFUL;pistaches-grillees-sans-sel-wonderful;Epicerie salée;ETATS-UNIS;9,59;0;0;0;0;0;0;0
Pistaches grillées salées WONDERFUL;pistaches-grillees-salees-wonderful;Fruits et Légumes;ETATS-UNIS;5,9;0;0;0;0;0;0;0
Pistaches poivre et sel WONDERFUL;pistaches-poivre-et-sel-wonderful;Epicerie salée;ETATS-UNIS;5,9;0;0;0;0;0;0;0
Pistaches grillées sans sel WONDERFUL;pistaches-grillees-sans-sel-wonderful;Fruits et Légumes;ETATS-UNIS;5,9;0;0;0;0;0;0;0
Pistaches piment doux WONDERFUL;pistaches-piment-doux-wonderful;Epicerie salée;ETATS-UNIS;5,9;0;0;0;0;0;0;0
Pistaches grillées salées WONDERFUL;pistaches-grillees-salees-wonderful;Epicerie salée;ETATS-UNIS;9,59;0;0;0;0;0;0;0
Pistaches crues émondées DACO BELLO;pistaches-crues-emondees-daco-bello;Fruits et Légumes;IRAN;7,4;0;0;0;0;0;0;0
Pistaches PROFRUIT;pistaches-profruit;Epicerie salée;;8,99;0;0;0;0;0;0;0
Pistaches grillées sans sel ajouté  CARREFOUR LE MARCHE;pistaches-grillees-sans-sel-ajoute-carrefour-le-marche;Fruits et Légumes;ETATS-UNIS;4,75;0;0;0;0;0;0;0
Pistaches décortiquées salées SIMPL;pistaches-decortiquees-salees-simpl;Epicerie salée;ETATS-UNIS;2,89;0;0;0;0;0;0;0
Pistaches décortiquées sans sel SIMPL;pistaches-decortiquees-sans-sel-simpl;Epicerie salée;ETATS-UNIS;2,89;0;0;0;0;0;0;0
Pistaches grillées salées SIMPL;pistaches-grillees-salees-simpl;Epicerie salée;ETATS-UNIS;7,8;0;0;0;0;0;0;0
Pistaches grillées salées POP NUTS;pistaches-grillees-salees-pop-nuts;Fruits et Légumes;;7,45;0;0;0;0;0;0;0
Pistaches  grillées sans sel ajouté  BRUT DE COQUES;pistaches-grillees-sans-sel-ajoute-brut-de-coques;Fruits et Légumes;FRANCE;4,15;0;0;0;0;0;0;0
Pistaches Bio grillées sans sel BRUT DE COQUES;pistaches-bio-grillees-sans-sel-brut-de-coques;Fruits et Légumes;FRANCE;3,75;0;0;0;0;0;0;0
Pruneaux  Bio LES VERGERS D'ESCOUTE;pruneaux-bio-les-vergers-d-escoute;Fruits et Légumes;;5,25;0,259;0,16;0;0;0,0745;0,004;0,0202
Raisins bruns sultanine SAINTE LUCIE;raisins-bruns-sultanine-sainte-lucie;Fruits et Légumes;;1,55;0,0637;0,0213;0;0;0,0356;0,0027;0,004
Raisins blonds Golden SAINTE LUCIE;raisins-blonds-golden-sainte-lucie;Fruits et Légumes;;2,35;0,0637;0,0213;0;0;0,0356;0,0027;0,004
Raisins  golden SIMPL;raisins-golden-simpl;Fruits et Légumes;AFRIQUE DU SUD;2,8;0,255;0,085;0;0;0,143;0,011;0,0162
Ravioli  wasabi CARREFOUR LE MARCHE;ravioli-wasabi-carrefour-le-marche;Fruits et Légumes;CHINE;2;0;0;0;0;0;0;0
Soupe thaï crevette GIRAUDET;soupe-thai-crevette-giraudet;Epicerie salée;FRANCE;6,35;0;0;0;0;0;0;0
Soupe champignons des bois GIRAUDET;soupe-champignons-des-bois-giraudet;Epicerie salée;FRANCE;5,99;3,09;2,87;0,0002;0;0,149;0,028;0,0403
Soupe Velouté 8 Légumes du Potager FLORETTE;soupe-veloute-8-legumes-du-potager-florette;Epicerie salée;FRANCE;4,09;0;0;0;0;0;0;0
Soupe Moulinée Légumes Verts CREALINE;soupe-moulinee-legumes-verts-crealine;Fruits et Légumes;FRANCE;4,5;0;0;0;0;0;0;0
Caviar d'aubergines persil CROC'FRAIS;caviar-d-aubergines-persil-croc-frais;Fruits et Légumes;MAROC;3,2;0,0708;0,0272;0;0;0,0393;0,0035;0,0009
Cocktail d'olives TROPIC APERO;cocktail-d-olives-tropic-apero;Fruits et Légumes;MAROC;1;0,0499;0,0109;0;0;0,0257;0,0027;0,0105
Olive duo verte et noire dénoyautées aux herbes  TROPIC APERO;olive-duo-verte-et-noire-denoyautees-aux-herbes-tropic-apero;Fruits et Légumes;MAROC;3,1;0;0;0;0;0;0;0
Olives vertes dénoyautées Espelette TROPIC APERO;olives-vertes-denoyautees-espelette-tropic-apero;Epicerie salée;MAROC;3,1;0;0;0;0;0;0;0
Olives vertes et violettes à la Berbère CROC'FRAIS;olives-vertes-et-violettes-a-la-berbere-croc-frais;Epicerie salée;MAROC;3,25;0;0;0;0;0;0;0
Olives vertes farcies aux poivrons doux CROC'FRAIS;olives-vertes-farcies-aux-poivrons-doux-croc-frais;Fruits et Légumes;MAROC;3,85;0,143;0,0494;0;0;0,0714;0,0062;0,0161
Olives vertes farcies pâte d'anchois doux CROC'FRAIS;olives-vertes-farcies-pate-d-anchois-doux-croc-frais;Fruits et Légumes;GRECE;3,65;0;0;0;0;0;0;0
Olives vertes dénoyautée à l'Orientale CROC'FRAIS;olives-vertes-denoyautee-a-l-orientale-croc-frais;Fruits et Légumes;GRECE;3,19;0;0;0;0;0;0;0
Olives dénoyautées à l ail CROC FRAIS;olives-denoyautees-a-l-ail-croc-frais;Fruits et Légumes;GRECE;3,09;0,0767;0,0168;0;0;0,0396;0,0041;0,0161
Olives vertes de Grèce farcies aux amandes CROC'FRAIS;olives-vertes-de-grece-farcies-aux-amandes-croc-frais;Fruits et Légumes;MAROC;3,85;0;0;0;0;0;0;0
Olives vertes dénoyautées à l'ail des ours CROC'FRAIS;olives-vertes-denoyautees-a-l-ail-des-ours-croc-frais;Fruits et Légumes;GRECE;2,69;0,0575;0,0126;0;0;0,0297;0,0031;0,0121
Olives vertes poivrons ail herbes CROC'FRAIS;olives-vertes-poivrons-ail-herbes-croc-frais;Fruits et Légumes;GRECE;3,19;0,0767;0,0168;0;0;0,0396;0,0041;0,0161
Olives vertes dénoyautées méditerranéenne CROC'FRAIS;olives-vertes-denoyautees-mediterraneenne-croc-frais;Fruits et Légumes;GRECE;4,5;0;0;0;0;0;0;0
Olives de Grèce dénoyautées aux herbes CROC'FRAIS;olives-de-grece-denoyautees-aux-herbes-croc-frais;Fruits et Légumes;GRECE;4,5;0;0;0;0;0;0;0
Olives de Grèce dénoyautées à l'Italienne CROC'FRAIS;olives-de-grece-denoyautees-a-l-italienne-croc-frais;Fruits et Légumes;GRECE;3,19;0;0;0;0;0;0;0
Olives vertes dénoyautées à l'Italienne ail basilic TROPIC APERO;olives-vertes-denoyautees-a-l-italienne-ail-basilic-tropic-apero;Fruits et Légumes;GRECE;4,5;0,153;0,0336;0,0001;0;0,0792;0,0082;0,0322
Olives vertes vertes dénoyautées Provençale TROPIC APERO;olives-vertes-vertes-denoyautees-provencale-tropic-apero;Epicerie salée;MAROC;3,2;0;0;0;0;0;0;0
Olives vertes vertes dénoyautées Méditerranéenne TROPIC APERO;olives-vertes-vertes-denoyautees-mediterraneenne-tropic-apero;Epicerie salée;FRANCE;3,2;0;0;0;0;0;0;0
Olives vertes cassées à l'ail TROPIC APERO;olives-vertes-cassees-a-l-ail-tropic-apero;Fruits et Légumes;MAROC;1;0,0499;0,0109;0;0;0,0257;0,0027;0,0105
Olives vertes dénoyautées Orientale CROC'FRAIS;olives-vertes-denoyautees-orientale-croc-frais;Fruits et Légumes;GRECE;4,5;0;0;0;0;0;0;0
Olives vertes entières cassées à l'ail doux CROC'FRAIS;olives-vertes-entieres-cassees-a-l-ail-doux-croc-frais;Fruits et Légumes;GRECE;4,5;0,211;0,0463;0,0001;0;0,109;0,0113;0,0443
Olives vertes entieres Italienne FLORELLI;olives-vertes-entieres-italienne-florelli;Produits du monde;;3,4;0;0;0;0;0;0;0
Olives vertes entière CARTIER;olives-vertes-entiere-cartier;Epicerie salée;;1,39;0;0;0;0;0;0;0
Olives vertes  entières PLAZA DEL SOL;olives-vertes-entieres-plaza-del-sol;Fruits et Légumes;;2,69;0;0;0;0;0;0;0
Olives vertes et noires dénoyautées aux herbes, doux CROC'FRAIS;olives-vertes-et-noires-denoyautees-aux-herbes-doux-croc-frais;Fruits et Légumes;MAROC;3,19;0;0;0;0;0;0;0
Olive verte dénoyautées à la méditerranéenne   TROPIC APERO;olive-verte-denoyautees-a-la-mediterraneenne-tropic-apero;Fruits et Légumes;MAROC;4,45;0;0;0;0;0;0;0
Tapena préparation à base de poivrons mi-séchés SUD&SOL;tapena-preparation-a-base-de-poivrons-mi-seches-sud-sol;Epicerie salée;FRANCE;3,1;0,107;0,037;0;0;0,0535;0,0046;0,0121
Tapenade noire CARREFOUR EXTRA;tapenade-noire-carrefour-extra;Epicerie salée;;2,75;0;0;0;0;0;0;0
Tapenade d'olives noires FLORELLI;tapenade-d-olives-noires-florelli;Epicerie salée;;2,69;0;0;0;0;0;0;0
Tapenade d'olives vertes FLORELLI;tapenade-d-olives-vertes-florelli;Epicerie salée;;2,55;0;0;0;0;0;0;0
Maïs frits salés POP NUTS;mais-frits-sales-pop-nuts;Fruits et Légumes;;1,59;0,284;0,182;0,0001;0,0191;0,073;0,0107;0
Graines de courge grillées salées POP NUTS;graines-de-courge-grillees-salees-pop-nuts;Fruits et Légumes;;3,39;0,319;0,103;0;0;0,163;0,0138;0,0403
Jus D'orange 1OO%, Sans Pulpe CARREFOUR EXTRA;jus-d-orange-1oo-sans-pulpe-carrefour-extra;Fruits et Légumes;;2,49;0,678;0,198;0,0001;0;0,378;0,021;0,0806
Jus d'Orange Frais Sans Pulpe 1ère Récolte Pur Jus TROPICANA;jus-d-orange-frais-sans-pulpe-1ere-recolte-pur-jus-tropicana;Fruits et Légumes;;2,89;0,61;0,178;0,0001;0;0,34;0,0189;0,0726
Jus d'Orange Frais Avec Pulpe 1ère Récolte Pur Jus TROPICANA;jus-d-orange-frais-avec-pulpe-1ere-recolte-pur-jus-tropicana;Fruits et Légumes;;2,89;0,61;0,178;0,0001;0;0,34;0,0189;0,0726
Jus d'Orange Sanguine Pressée Frais Pur Jus TROPICANA;jus-d-orange-sanguine-pressee-frais-pur-jus-tropicana;Fruits et Légumes;;3,89;0,61;0,178;0,0001;0;0,34;0,0189;0,0726
Jus De Clémentine Pressées 100% Pur Jus Sans Sucres Ajoutés ANDROS;jus-de-clementine-pressees-100-pur-jus-sans-sucres-ajoutes-andros;Fruits et Légumes;;3,45;1,3;0,583;0,0001;0;0,474;0,0298;0,215
